user_id,tweet,features__name,features__id,features__screen_name,features__tweets,features__location,features__primary_geo,features__geo_type,state
368760126,"@IEnergyLLC Clean forms of energy technology: solar, wind, and water are better than oil. Fossil fuels got us into this climate catastrophe.",Gravity Dynamic,368760126,GravityDynamic,1,"Colorado, USA","Colorado, USA",User location,Colorado
1283971178,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Soeren Kerndrup,1283971178,kerndrup,2,"Aalborg university, Denmark","Aalborg university, Denmark",User location,
260041830,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",Brad Hooper,260041830,bradhooperarch,1,Australia,Australia,User location,
212049181,@elonmusk says: Only a #Carbon Tax Will Accelerate the World's Exit from Fossil Fuels https://t.co/f4IJkq83As,Becca Fairchild,212049181,becca_fairchild,1,"Tacoma, WA","Tacoma, WA",User location, Washington
135742194,Tesla's Elon Musk says transition from #fossil fuels inevitable https://t.co/VZMmMsbxjJ vía @Reuters #Tesla #NotYet,Paolo Sirizzotti,135742194,ps0301,1,"Yaracuy, Venezuela","Yaracuy, Venezuela",User location,
437061843,RT @sarahvangelder: Investments in fossil fuels risk becoming worthless. #climatechange #renewables Trends for #2016 https://t.co/BAnX4O3G5…,Chris Riger,437061843,ChrisRiger,1,Martha's Vineyard Island,Martha's Vineyard Island,User location, Missouri
1184378966,"RT @GreenNewsReport: Germany's switch to renewables is working, but with problems. Here's what ditching fossil fuels might look like https:…",Jingy,1184378966,realjingy,1,"California, USA","California, USA",User location,California
16799074,Investments in fossil fuels risk becoming worthless. #climatechange #renewables Trends for #2016 https://t.co/BAnX4O3G5W @yesmagazine,Sarah van Gelder,16799074,sarahvangelder,1,"Seattle, WA","Seattle, WA",User location, Washington
2900062862,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",bev henwood,2900062862,bevhenwood,1,newcastle,newcastle,User location,
474178244,RT @JunkScience: Doesn't matter. Global CO2 emissions to keep growing. Fossil fuels are cheap and more people need more power.  https://t.c…,François Bissonnette,474178244,frbissonnette,1,"Hull, Québec, Canada","Hull, Québec, Canada",User location,
507992449,Paris Agreement Marks Epic Movement Away From Fossil Fuels https://t.co/o85Bct43cK via @HuffPostGreen #COP21,Tony Calandro,507992449,TonySustain,1,"St. Louis, Missouri","St. Louis, Missouri",User location, Missouri
246684409,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/DG…,Bronwyn Barry,246684409,PassiveHouseBB,1,"San Francisco, California","San Francisco, California",User location, California
2206198098,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",PT Not Traffic,2206198098,PTNotTraffic,1,Melbourne,Melbourne,User location,
206004057,Fossil Fuels Just Lost the Race Against Renewables https://t.co/azfvB0TOz5,Paula Masselos,206004057,paulamasselos,1,"Bronte, Australia","Bronte, Australia",User location,
20152152,"Commented on: ""Solar And Wind Are The Future Of Energy, And Fossil Fuels Are, Well... https://t.co/FDktjCjlDF $FAN $TAN $KWT",XBCF,20152152,XBCF03,1,USA,USA,User location,
1433456161,RT @globalforests: How do emissions from tropical #deforestation compare with fossil fuels? #Followthecarbon to https://t.co/9mtNUqySHK htt…,jo,1433456161,WindinyurhairJo,1,"Saskatchewan, Canada","Saskatchewan, Canada",User location,
19754867,BadLuck for Turnbull's #DirtyCOALition: Fossil Fuels Just Lost the Race Against Renewables https://t.co/YwP6ITQXis,Baron Basil Brush,19754867,fox66,1,Bronte Beach: Sydney,Bronte Beach: Sydney,User location,
3304517456,"RT @allafrica: As Hydropower Dries Up, Nation Moves Toward Fossil Fuels: https://t.co/yP2s1EF06K #Tanzania",Kamaal Sarwar,3304517456,Sarwar_Connects,1,"Riyadh, Saudia Arabia","Riyadh, Saudia Arabia",User location,
29288086,rubén weinsteiner @marcapolitica: Why are we still hooked on fossil fuels? https://t.co/mtKwAvpOgz,rubén weinsteiner,29288086,marcapolitica,1,"Ciudad Autónoma de Buenos Aires, Argentina","Ciudad Autónoma de Buenos Aires, Argentina",User location,
477914145,"@GrumpyOldGit5 If cc is a ""gravy train"" why do governments give 5x more subsidies to fossil fuels than renewables? https://t.co/IRMFdFmEu0",Huw Peach #FBPE #Pro-EU #PeoplesVote,477914145,HuwpHuw,1,"Shrewsbury, UK","Shrewsbury, UK",User location,
81187969,RT @arikring: Fossil Fuels Powered the Industrial Revolution\nNow Its The #Solar Revolution!\nhttps://t.co/wy73GuFPFZ\n#Climate #CO2 https://t…,JuanGonzalezLonzieme,81187969,Juan_Gonzalez_L,1,"Bahía Blanca, Argentina","Bahía Blanca, Argentina",User location,
1304148211,Sweden will soon go 100% without fossil fuels! The world is changing. 😊 #ISF https://t.co/KDyU0jYzdc,Charlie,1304148211,ISF_CZ,1,"Czech Republic, Worldwide","Czech Republic, Worldwide",User location,
86216486,FOCUS: Robert Redford | Paris Agreement Marks Epic Movement Away From Fossil Fuels https://t.co/Kq7BTdUI6e #Paris #FossilFuels,ReaderSupportedNews,86216486,RSNNOW,1,California,California,User location,California
359382918,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/DG…,Jackie Craig 🤷🏼‍♀️,359382918,JackieC1989,1,"Twin Cities, MN","Twin Cities, MN",User location,Minnesota
404525685,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/DG…,UniteBlue Minnesota,404525685,UniteBlueMN,1,Minnesota,Minnesota,User location,Minnesota
64891586,COP21 Deal Signals the End of Fossil Fuels and the beginning of an Era of Unprecedented Growth for... https://t.co/AlJ4h1GqwN,Richard Matthews,64891586,GreenMarketBlog,1,"Montreal, Quebec, Canada","Montreal, Quebec, Canada",User location,
53089852,Paris Agreement Marks Epic Movement Away From Fossil Fuels. #globalwarming #climatechange #renewableenergy  https://t.co/1xOKhnfYtb,Stefan B Nilsson,53089852,StefanBNilsson,1,Stockholm,Stockholm,User location,
1390094640,"About 94% of cars will still be powered by fossil fuels in 2040, report says https://t.co/tMClG1hX7h",Ed Perez,1390094640,EdPerezLive,1,São Paulo - Brazil,São Paulo - Brazil,User location,
3397458497,RT @globalforests: How do emissions from tropical #deforestation compare with fossil fuels? #Followthecarbon to https://t.co/9mtNUqySHK htt…,Molly Paul,3397458497,MollyPaul_,1,"Chapel Hill, NC","Chapel Hill, NC",User location, North Carolina
36460537,RT @GetUpStandUp2: @KarenKline @BadassTeachersA #ExxonKnew & #GatesKnew Fossil fuels + #CommonCore  #BoycottExxon #BoycottMicrosoft https:/…,Holly F.,36460537,hollykdj,2,Chicago,Chicago,User location, Illinois
291738224,"RT @IdontbelieveinC: Robert Redford: Paris Agreement Marks Epic Movement Away From Fossil Fuels - https://t.co/VLBEiYZXh1 Lead by example, …",Clay Pharr,291738224,govtdude,1,Georgia,Georgia,User location,Georgia
1242448184,"Robert Redford: Paris Agreement Marks Epic Movement Away From Fossil Fuels - https://t.co/VLBEiYZXh1 Lead by example, Robert.",🐸AllWeAreSayingIsGiveTrumpAChance🐸,1242448184,IdontbelieveinC,1,Somewhere nearby,Somewhere nearby,User location,
98484832,RT @thedancingflea: I wonder if @AmberRudd_MP - after all of her warm words at #COP21 - would explain why #localgov is banned from divestin…,Pete MacLeod,98484832,petemacleod84,1,"Edinburgh, Scotland","Edinburgh, Scotland",User location,
3015950155,"About 94% of cars will still be powered by fossil fuels in 2040, report says https://t.co/5vomMOSHQ6 https://t.co/60gTBiUrqq",KeepCrescentOK,3015950155,KeepCrescentOK,1,"Crescent, Oklahoma","Crescent, Oklahoma",User location,Oklahoma
193440917,"""It's rare to have an opportunity in a lifetime to change the world.\n\nhttps://t.co/lQsRLyAC1h\n\n#climate https://t.co/9EweSGOktm",Circle Ranch,193440917,circleranchtx,1,"Hudspeth County, TX","Hudspeth County, TX",User location, Texas
50064327,"Climate change shock: Burning fossil fuels 'COOLS planet', says NASA https://t.co/uqHUPz8XKQ",Kurosh-e Kabir,50064327,zolqarnain,1,"Ansan, Persia (Iran)","Ansan, Persia (Iran)",User location,
3042384586,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Sandro Benz,3042384586,sandro_benz,1,Planet Earth,Planet Earth,User location,
515767837,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/DG…,Marla Vagts 🌊,515767837,MarlaVagts,1,Minnesota,Minnesota,User location,Minnesota
885215786,"RT @wef: To save growth, we must leave fossil fuels in the ground https://t.co/9rF5vQdHHD #COP21 #carbon https://t.co/xcggQG5FPh",WILL Solutions,885215786,WILL_Solutions,1,"Québec, Canada","Québec, Canada",User location,
2672094957,"RT @DineshDSouza: Obama, taking a joyride to Hawaii on Air Force One, pontificates about why we must not use fossil fuels in our cars https…",PoliticallyIncorrect,2672094957,IncorrectP,1,USA,USA,User location,
3368077079,"RT @DineshDSouza: Obama, taking a joyride to Hawaii on Air Force One, pontificates about why we must not use fossil fuels in our cars https…",eric keisler,3368077079,eckeisler61,1,"Naalehu, Hi ","Naalehu, Hi ",User location,Hawaii
47689394,"RT @dafloydsta: [bank robbery]\n""Todd, where the hell is the getaway car?""\nTODD: *zooming up on a Segway* FOSSIL FUELS ARE RUINING THIS PLAN…",Molly,47689394,HappyHijabbi,1,"Pennsylvania, USA","Pennsylvania, USA",User location,Pennsylvania
2251173986,"RT @DineshDSouza: Obama, taking a joyride to Hawaii on Air Force One, pontificates about why we must not use fossil fuels in our cars https…",JIMMIE MOORE,2251173986,tolovana66,1, KENTUCKY VET FOR TRUMP, KENTUCKY VET FOR TRUMP,User location,
258095379,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",Jon Bryant,258095379,JonathanPBryant,1,"Brisbane, Australia","Brisbane, Australia",User location,
1198256162,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Thony CESBRON,1198256162,Thony4949,1,Maine et Loire,Maine et Loire,User location,
314243234,"RT @DineshDSouza: Obama, taking a joyride to Hawaii on Air Force One, pontificates about why we must not use fossil fuels in our cars https…",#ClearFlynnNow,314243234,SweetFreedom29,1,"Freedom, USA","Freedom, USA",User location,
2388013295,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Sustainor,2388013295,sustainor,1,Denmark,Denmark,User location,
328811246,RT @GetUpStandUp2: Fossil fuels + #CommonCore + Windows = #DefectiveProducts! #BoycottExxon #BoycottMicrosoft #ExxonKnew #GatesKnew https:/…,Stacey,328811246,Stacey6269,1,New York,New York,User location, New York
232906886,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/DG…,Lydia Beerens,232906886,lyabeer,1,Netherlands,Netherlands,User location,
70477603,@hale_razor @GunnetteP @markknoller Depends on how you look at it I guess https://t.co/KJtJc3Ys8u,She Guevara,70477603,notalemming,1,The Court of Public Opinion.,The Court of Public Opinion.,User location,
3172778975,"RT @tveitdal: To save growth, we must leave fossil fuels in the ground https://t.co/A3kdVaZm4u https://t.co/uaF1sSg91n",George Artois,3172778975,GeorgeArtois,1,England,England,User location,
453484864,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/DG…,JUDITH MILLSTEAD,453484864,ARTSYJUDITH,1,"chicago,Illinois","chicago,Illinois",User location, Illinois
17371435,.@tmcpgh asks @CityPGH to divest from fossil fuels https://t.co/mVFcp3oy7n https://t.co/0wZ1XLO3gf,Pittsburgh City Paper,17371435,PGHCityPaper,1,"Pittsburgh, PA","Pittsburgh, PA",User location, Pennsylvania
745953960,Paris Agreement Marks Epic Movement Away From Fossil Fuels https://t.co/M7f1eVzLfr via @HuffPostGreen,Eleanor,745953960,12Coquis,1,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",User location,
396710474,Another reason to ditch Fossil fuels... https://t.co/3tplpxoxaY,Photographer Willy B 📸,396710474,RealWillBrooks,1,"Chicago, IL","Chicago, IL",User location, Illinois
24214125,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Ben Smith,24214125,Smithster76,1,London,London,User location,
49288360,From Robert Redford: Paris Agreement Marks Epic Movement Away From Fossil Fuels. Fighting climate change is a... https://t.co/Hugjv9sReJ,The Environmentalist,49288360,environmentlst,1,International,International,User location,
19112146,"RT @ResponsibleSci: How to keep 80% of fossil fuels in the ground - presentation from Laurence Matthews, @CapandShare at our recent conf ht…",Emer O'Siochru,19112146,eosfuturedesign,1,"Dublin, Tipperary, Westmeath","Dublin, Tipperary, Westmeath",User location,
2892510199,@CamTheShitbird Canada is going to crash with its reliance on fossil fuels,Jimmy,2892510199,MrJohnLovenzka,1,"VIDEO GAME LAND, TN","VIDEO GAME LAND, TN",User location,
34196648,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",Tim Ellis,34196648,DJDynamicNC,1,"Toronto, ON","Toronto, ON",User location,
2663521164,Check out data on Negative Externalities of Fossil Fuels. Shine a light on them! https://t.co/QHnHhIYJGq,Footprint to Wings 🐾⚡️🕊,2663521164,Footprint2Wings,1,New Jersey,New Jersey,User location,New Jersey
31101168,RT @globalforests: How do emissions from tropical #deforestation compare with fossil fuels? #Followthecarbon to https://t.co/9mtNUqySHK htt…,Rory Bergin #FBPE,31101168,rorybergin,1,"London, UK","London, UK",User location,
57430728,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Arnaud Gossement,57430728,ArnaudGossement,1,Paris,Paris,User location,
315412648,Fossil fuels + #CommonCore + Windows = #DefectiveProducts! #BoycottExxon #BoycottMicrosoft #ExxonKnew #GatesKnew https://t.co/qU9VEQWlfy,Susan DuFresne,315412648,GetUpStandUp2,3,Washington State,Washington State,User location,Washington
81193756,RT @globalforests: How do emissions from tropical #deforestation compare with fossil fuels? #Followthecarbon to https://t.co/9mtNUqySHK htt…,WORLD BAMBOO,81193756,worldbamboo,1,"Boston, MA USA","Boston, MA USA",User location, Massachusetts
1407974706,"RT @ResponsibleSci: How to keep 80% of fossil fuels in the ground - presentation from Laurence Matthews, @CapandShare at our recent conf ht…",Erik-Jan van Oosten,1407974706,Mbr_EvO,1,Wageningen,Wageningen,User location,
1913629994,RT @WorldwatchEn: “Caribbean governments are increasingly aware of the ... costs associated with dependence on fossil fuels” @OchsNews http…,Andreas Sieber,1913629994,SieberAndreas,1,"Berlin, Deutschland","Berlin, Deutschland",User location,
18768055,@tbjeebies  https://t.co/vsIhcOhWnh,mahyuta,18768055,mahyuta,1,Within the mind ,Within the mind ,User location,
16337707,"RT @tveitdal: To save growth, we must leave fossil fuels in the ground https://t.co/A3kdVaZm4u https://t.co/uaF1sSg91n",DenisePouchet,16337707,DenisePouchet,1,Greater Los Angeles area,Greater Los Angeles area,User location,
505456962,RT @InnovaCJ: Fossil fuels are all but finished: Renewable energies are the future https://t.co/vnwn9WJSEY via @Salon,Mika Hakkiken,505456962,locusclassicus3,1,Otherside,Otherside,User location,
2926308626,"""Really? Leave it in the ground?""\n\n""Forget fossil fuels for just a second – let’s take the fancy-pants mobile... https://t.co/rRXmXNnAyD",Montana Mining Assoc,2926308626,MTMiningAssoc,1,"Helena, MT","Helena, MT",User location, Montana
268398420,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,ETICAMBIENTE®,268398420,eticambiente,1,World | Europe | Italy | Milan,World | Europe | Italy | Milan,User location,
34332516,RT @circleofblue: #Tanzania shifts to fossil fuels for energy as #water shortages impact the country's hydropower supply: @Reuters https://…,Kaveh Madani | کاوه مدنی,34332516,KavehMadani,1,United States,United States,User location,
1546016316,"RT @MattZinicola: Smart investors take money out of $KMI and put it into #renewableenergy stocks, where the growth is.  The world is abando…",CommonSenseParty 🦉,1546016316,rketz818,1,in your head,in your head,User location,
501582033,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Richard Lavergne,501582033,mouchezlim,1,"Paris, France","Paris, France",User location,
19342186,"Fossil fuels are all but finished: Renewable energies are the future, whether the GOP acknowledges it or not https://t.co/W9QQ85xBxz",((( KPFA Fan ))),19342186,KpfaFan,1,here and there,here and there,User location,
61807543,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Thabit Jacob,61807543,ThabitSenior,1,Nomad,Nomad,User location, Michigan
351914711,RT @InnovaCJ: Fossil fuels are all but finished: Renewable energies are the future https://t.co/vnwn9WJSEY via @Salon,Mongmabu,351914711,Kholo_Rameetse,1,"BoPedi, Aforika Borwa. ","BoPedi, Aforika Borwa. ",User location,
1399330512,RT @NewClimateEcon: More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/…,Olav Aamlid Syversen,1399330512,OlavAamlidSyver,1,"Brussels, Belgium","Brussels, Belgium",User location,
1876367312,More #renewables are now added to global electricity generation than fossil fuels https://t.co/PVJKfP8zgp https://t.co/sOYBVcOFyK,New Climate Economy,1876367312,NewClimateEcon,1,Global,Global,User location,
2884319661,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/yd…,Rowan McLachlan,2884319661,RowanMclachlan2,1,"Columbus, OH","Columbus, OH",User location, Ohio
61226328,RT @InnovaCJ: Fossil fuels are all but finished: Renewable energies are the future https://t.co/vnwn9WJSEY via @Salon,Aikande C. Kwayu,61226328,aikande,1,Global,Global,User location,
468469507,RT @natalieben: Surely @wellcometrust you should consider health impact of climate change? No #divestment - increased investment https://t.…,Peter johnston,468469507,Vengencemonkey,1,london,london,User location,
58521759,RT @globalforests: How do emissions from tropical #deforestation compare with fossil fuels? #Followthecarbon to https://t.co/9mtNUqySHK htt…,Marcus Clarke,58521759,ecoforestry,1,Barbados,Barbados,User location,
253309604,RT @ClimateReality: Fossil fuels are a bust. Clean energy is right on the money. Retweet if you agree with @Schwarzenegger! https://t.co/DG…,Amy Olah,253309604,AmyOlah,1,"Cleveland,Ohio","Cleveland,Ohio",User location, Ohio
90403900,RT @globalforests: How do emissions from tropical #deforestation compare with fossil fuels? #Followthecarbon to https://t.co/9mtNUqySHK htt…,Aida Greenbury 🌱,90403900,AidaGreenbury,1,Indonesia - Australia ,Indonesia - Australia ,User location,
21655175,RT @InnovaCJ: Fossil fuels are all but finished: Renewable energies are the future https://t.co/vnwn9WJSEY via @Salon,Baiju Shah,21655175,Baijushah27,1,London & Nairobi,London & Nairobi,User location,
3109441546,Sport>Did We Just Witness A Hockey Shot Defy The Laws Of Physics >> https://t.co/XL0IgS9s2P #sports https://t.co/ostVP1tTnh,Sports NewsBk,3109441546,SportsNewsBk,1,"New York, NY, United States","New York, NY, United States",User location, New York
2812531058,"@AAndrejewskis boo hoo mate, you make money out of polluting fossil fuels, clear u don't give 2 shits about Australia #miserybusiness",Jo Holden,2812531058,JoJamesHolden,1,Everywhere,Everywhere,User location,
802649408,Now discussing fossil fuels and a member used 'jurassic' as an adjective. My inner rock nerd is excited. I'm 100% stealing that. #skpoli,Aleana Young,802649408,AleanaYoung,1,"Regina, Saskatchewan","Regina, Saskatchewan",User location,
32144904,"RT @tveitdal: To save growth, we must leave fossil fuels in the ground https://t.co/A3kdVaZm4u https://t.co/uaF1sSg91n",Knut S Saanum Rosenlund,32144904,zgull,1,Norway,Norway,User location,
4451791360,RT @GeorgeMonbiot: Don't believe the hype: the deal struck at Paris will not avert climate breakdown. My article. https://t.co/FgkJDNJprm\n#…,The Doctor's Inn,4451791360,thedoctors_inn,1,United States,United States,User location,
256573185,How do emissions from tropical #deforestation compare with fossil fuels? #Followthecarbon to https://t.co/9mtNUqySHK https://t.co/Q4hxlsK6If,Global Forest Watch,256573185,globalforests,1,Forests and forest landscapes,Forests and forest landscapes,User location,
1460288238,RT @GeorgeMonbiot: Don't believe the hype: the deal struck at Paris will not avert climate breakdown. My article. https://t.co/FgkJDNJprm\n#…,Cecalli Helper,1460288238,Cecalli_Helper,1,Global,Global,User location,
254922409,"As hydropower dries up, #Tanzania moves toward fossil fuels @YahooFinance @BrandPetrogas @solooilgas @AminexPLC https://t.co/HFrFGV20KX",Steffy - Stefania Barbaglio,254922409,stefixy,1,"London, England","London, England",User location,
304964027,RT @circleofblue: #Tanzania shifts to fossil fuels for energy as #water shortages impact the country's hydropower supply: @Reuters https://…,Sofie Gry Fridal Hansen,304964027,sofie_gryfridal,1,"Copenhagen, Denmark","Copenhagen, Denmark",User location,
217538556,RT @Real_BWEA: Scottish Government responses seem to be becoming more inane as 2015 comes to an end.  What fossil fuels exactly? https://t.…,Steve,217538556,stevejw_seamer,1,"Middlesbrough, England","Middlesbrough, England",User location,
614915648,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",Dr Anthony Burton,614915648,ABandAssociates,1,Canberra,Canberra,User location,
387347241,Here come the effects of human over use of fossil fuels and disregard of others. https://t.co/6Axg2T9pxR,Laura Savinkoff,387347241,L4peaceLaura,1,B.C.,B.C.,User location,
853915885,@StephStradley @4for4_John as they use trucks to stock the stores. I can go on. Stop whining about fossil fuels. They enable your life.,Big Wally  ¯\_(ツ)_/¯ Man in Members Only Jacket,853915885,BostonWest80111,1,"Denver, CO","Denver, CO",User location, Colorado
141266091,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",Janet Joy Wilson,141266091,jsquaredink,1,"Toronto, Ontario","Toronto, Ontario",User location,
366170135,"Global warming is becoming such an apparent issue and yet most people are sat about wasting fossil fuels, eating factory farmed meat",Kirsty,366170135,Rh0deisland,1,"Sheffield, England","Sheffield, England",User location,
46664685,Helifino. RT @4for4_John: @StephStradley How do we as a nation stop using fossil fuels as an energy source?,Stephanie Stradley,46664685,StephStradley,1,"Houston, Texas","Houston, Texas",User location, Texas
16386816,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",William Hoch  ♿,16386816,gr8wheels,1,"Oakville, ON & Waterloo Region","Oakville, ON & Waterloo Region",User location,
631190301,RT @SteadyStateMcr: Greater Manchester Pension Fund investments in fossil fuels now clearly a local risk. #floods\n#divestpensions @GMPF_LGP…,Tatton Eco Watch,631190301,tattonecowatch,1,"Knutsford, Cheshire","Knutsford, Cheshire",User location,
4545028408,@arbie42 @92dfb81d707a4f5 @Chrisuk1943 final point: #US interest? division of Arab states in order to exploit opportunity for fossil fuels.,Travis Bickle,4545028408,anthony44785093,1,"Oh, you know. Around","Oh, you know. Around",User location,
23541812,@StephStradley How do we as a nation stop using fossil fuels as an energy source?,John Paulsen,23541812,4for4_John,1,Sunny CA,Sunny CA,User location,
113436091,Marking an Epic Movement Away From Fossil Fuels https://t.co/KZXW85QIgH,GoodPorkBadPork,113436091,goodporkbadpork,2,United States,United States,User location,
16102241,"RT @jen_keesmaat: As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6…",🌴Enjoying the ride 🎉🚴🚶‍♂️🇹🇹,16102241,PLatchman,1,Trinidad & Tobago,Trinidad & Tobago,User location,
235764167,"As we seek to become less dependent on fossil fuels, we have the opportunity to reimagine our cities. https://t.co/8xDtP6Gchj #TOpoli",Jennifer Keesmaat,235764167,jen_keesmaat,1,"Toronto, Ontario","Toronto, Ontario",User location,
2305941642,Marking an Epic Movement Away From Fossil Fuels - https://t.co/GcvTl9qX1y,F.U.N. Network,2305941642,FUNatFUN,1,New York,New York,User location, New York
